method;model;directory;conf;iou;imsize;max_det;file;pix_x;pix_y;nb_det;area_tot;w_mean;h_mean
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Alticidae_Drawer_0063.JPG;6000;4000;369;5730097;88.16260162601625;171.55013550135502
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Alticidae_Drawer_0064.JPG;6000;4000;248;3234188;81.53629032258064;159.48790322580646
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Alticidae_Drawer_0065.JPG;6000;4000;235;3766002;93.54893617021277;168.79574468085107
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anobiidae_Drawer_0020.JPG;6000;4000;37;1114781;133.02702702702703;219.24324324324326
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthicidae_Drawer_0059.JPG;6000;4000;356;4495694;80.11235955056179;156.0561797752809
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthicidae_Drawer_0060.JPG;6000;4000;369;4519525;79.6178861788618;151.260162601626
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthicidae_Drawer_0061.JPG;6000;4000;367;4855273;81.56403269754769;159.0299727520436
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0066.JPG;6000;4000;210;2559741;78.20952380952382;145.44285714285715
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0067.JPG;6000;4000;370;4615707;79.22432432432433;155.5891891891892
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0068.JPG;6000;4000;370;5019069;81.73513513513514;161.88378378378377
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0069.JPG;6000;4000;180;2870532;87.92777777777778;177.69444444444446
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0070.JPG;6000;4000;287;3747522;80.84320557491289;158.10104529616726
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0071.JPG;6000;4000;194;3886017;97.11855670103093;197.60824742268042
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0072.JPG;6000;4000;187;2859471;87.97860962566845;170.54010695187165
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0073.JPG;6000;4000;368;5557658;85.64945652173913;171.0516304347826
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0074.JPG;6000;4000;370;5233026;83.74054054054054;164.18648648648647
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0075.JPG;6000;4000;245;4342592;93.33469387755102;181.96326530612245
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0076.JPG;6000;4000;306;4067498;81.43464052287581;159.4346405228758
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0077.JPG;6000;4000;337;4939515;84.35608308605342;168.51632047477744
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0078.JPG;6000;4000;236;3483853;85.60169491525424;164.76271186440678
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0079.JPG;6000;4000;360;5409753;85.81666666666666;169.825
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0080.JPG;6000;4000;189;2794089;86.55555555555556;166.88359788359787
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0081.JPG;6000;4000;370;5222789;82.5972972972973;166.61081081081082
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0082.JPG;6000;4000;17;281136;91.3529411764706;174.94117647058823
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0083.JPG;6000;4000;368;4488047;79.02717391304348;153.33695652173913
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0084.JPG;6000;4000;369;5010446;82.48238482384824;162.2249322493225
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0085.JPG;6000;4000;369;4571773;79.55013550135502;154.09214092140923
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Anthribidae_Drawer_0086.JPG;6000;4000;165;2004072;79.53939393939395;149.78787878787878
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0018.JPG;8688;5792;392;14760693;144.53316326530611;259.36479591836735
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0019.JPG;8688;5792;101;3848202;146.92079207920793;257.9306930693069
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0020.JPG;8688;5792;5;170684;141.2;205.0
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0021.JPG;8688;5792;10;356906;150.9;226.4
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0023.JPG;8688;5792;73;2516652;135.95890410958904;245.3013698630137
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0024.JPG;8688;5792;69;2197340;126.14492753623189;242.20289855072463
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0025.JPG;8688;5792;88;3066675;138.4659090909091;244.04545454545453
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0026.JPG;8688;5792;132;4315460;129.81060606060606;246.78787878787878
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0027.JPG;8688;5792;175;6728188;144.30857142857144;255.4
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0028.JPG;8688;5792;355;10491925;125.09014084507042;228.0281690140845
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0029.JPG;8688;5792;197;5777067;128.10152284263958;220.0761421319797
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0030.JPG;8688;5792;259;6978122;120.04633204633204;220.12741312741312
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0031.JPG;8688;5792;208;5931746;123.9326923076923;225.64423076923077
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0032.JPG;8688;5792;187;5272833;123.00534759358288;222.97326203208556
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0033.JPG;8688;5792;12;540064;147.75;292.75
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0034.JPG;8688;5792;106;2819770;115.60377358490567;216.0
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0035.JPG;8688;5792;389;11352682;124.11568123393316;225.17994858611826
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0036.JPG;8688;5792;182;5467797;127.41208791208791;230.24725274725276
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0037.JPG;8688;5792;205;6994075;134.25365853658536;243.2439024390244
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0038.JPG;8688;5792;203;5648865;119.30541871921183;224.49261083743843
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0039.JPG;8688;5792;401;7091098;94.10972568578553;177.76807980049875
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0040.JPG;8688;5792;401;6729031;93.06234413965088;173.57605985037407
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0041.JPG;8688;5792;408;7151968;93.50735294117646;178.06372549019608
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0042.JPG;8688;5792;385;6642173;91.43896103896104;181.14025974025975
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0043.JPG;8688;5792;401;7943393;95.76558603491272;199.5635910224439
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0044.JPG;8688;5792;366;7926221;102.45628415300547;203.39890710382514
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0044A.JPG;8688;5792;371;8248950;102.6711590296496;205.2479784366577
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0044B.JPG;8688;5792;227;5525781;107.09691629955947;215.5770925110132
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0045.JPG;8688;5792;402;7645829;94.46766169154229;193.37064676616916
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0046.JPG;8688;5792;401;6513106;84.92019950124688;184.86533665835412
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0047.JPG;8688;5792;403;6964581;88.99503722084367;185.41687344913151
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0048.JPG;8688;5792;237;4102490;88.0168776371308;187.0717299578059
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0049.JPG;8688;5792;222;7420023;134.8108108108108;243.15765765765767
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0049A.JPG;8688;5792;289;5717106;100.31141868512111;188.38062283737025
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0050.JPG;8688;5792;51;1821908;138.1764705882353;249.45098039215685
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0050A.JPG;8688;5792;153;4442465;117.3529411764706;230.05228758169935
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0051.JPG;8688;5792;220;5145457;112.12727272727273;199.87272727272727
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0052.JPG;8688;5792;58;1690595;121.77586206896552;231.81034482758622
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0053.JPG;8688;5792;201;6420043;129.6318407960199;241.3781094527363
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0053A.JPG;8688;5792;22;653908;126.45454545454545;221.3181818181818
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0054.JPG;8688;5792;394;10455415;119.54568527918782;215.21319796954316
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0054A.JPG;8688;5792;374;10529184;124.51604278074866;221.41711229946523
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0055.JPG;8688;5792;160;4784212;127.53125;225.25
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0056.JPG;8688;5792;103;3488610;133.8640776699029;245.6601941747573
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0057.JPG;8688;5792;206;6566083;136.75242718446603;222.03398058252426
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0058.JPG;8688;5792;382;11863322;130.43979057591622;230.19633507853402
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0059.JPG;8688;5792;99;3091324;130.41414141414143;229.17171717171718
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0060.JPG;8688;5792;67;2207098;136.55223880597015;231.71641791044777
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0061.JPG;8688;5792;217;5893861;122.05990783410138;215.7926267281106
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0062.JPG;8688;5792;188;5492799;123.41489361702128;226.86702127659575
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0063.JPG;8688;5792;64;2109343;133.328125;239.359375
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0064.JPG;8688;5792;360;15765947;149.6888888888889;279.90833333333336
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0066.JPG;8688;5792;114;5238296;154.17543859649123;288.37719298245617
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0067.JPG;8688;5792;58;1711619;125.55172413793103;223.24137931034483
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0068.JPG;8688;5792;212;5828770;120.65566037735849;218.56132075471697
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0069.JPG;8688;5792;394;7104025;95.9238578680203;179.246192893401
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0070.JPG;8688;5792;2;140448;222.5;287.5
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0071.JPG;8688;5792;143;4296121;126.15384615384616;228.30769230769232
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0072.JPG;8688;5792;56;1673075;122.83928571428571;237.39285714285714
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0073.JPG;8688;5792;375;9838299;115.744;222.23733333333334
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0074.JPG;8688;5792;368;9254020;117.39945652173913;205.8451086956522
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0075.JPG;8688;5792;337;8753235;121.8545994065282;203.58160237388725
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0076.JPG;8688;5792;352;9262136;120.80681818181819;207.3409090909091
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0077.JPG;8688;5792;355;8941705;119.8;198.91549295774647
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0078.JPG;8688;5792;357;9067940;113.80112044817928;208.76750700280112
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0079.JPG;8688;5792;87;2618795;122.26436781609195;231.7471264367816
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0080.JPG;8688;5792;174;4334079;112.42528735632185;214.07471264367817
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0081.JPG;8688;5792;208;6122845;122.03846153846153;234.6875
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0081A.JPG;8688;5792;113;3514525;126.75221238938053;237.56637168141592
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0082.JPG;8688;5792;381;11406604;127.92125984251969;224.748031496063
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0083.JPG;8688;5792;243;8558215;134.34156378600824;252.19753086419752
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0084.JPG;8688;5792;231;5994327;116.6017316017316;213.9047619047619
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0084A.JPG;8688;5792;96;2639964;118.33333333333333;228.8125
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0085.JPG;8688;5792;364;10881405;128.0467032967033;224.1565934065934
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0086.JPG;8688;5792;394;10657247;118.87055837563452;220.13451776649745
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0087.JPG;8688;5792;392;10574556;120.07908163265306;216.93367346938774
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0088.JPG;8688;5792;218;7612467;130.0;259.92660550458714
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0089.JPG;8688;5792;106;3236319;126.23584905660377;234.53773584905662
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0090.JPG;8688;5792;209;5314138;107.37320574162679;225.01435406698565
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0091.JPG;8688;5792;376;13132400;139.3909574468085;241.20212765957447
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0092.JPG;8688;5792;242;8726921;142.59504132231405;240.86363636363637
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0093.JPG;8688;5792;36;1509556;154.25;261.52777777777777
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0094.JPG;8688;5792;70;2005872;122.05714285714286;233.38571428571427
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0095.JPG;8688;5792;384;10028625;117.50520833333333;220.953125
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0096.JPG;8688;5792;23;594560;115.1304347826087;223.30434782608697
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0097.JPG;8688;5792;268;6625354;112.66044776119404;215.22388059701493
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0098.JPG;8688;5792;34;990703;118.44117647058823;234.61764705882354
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0099.JPG;8688;5792;402;7859853;101.53233830845771;188.92039800995025
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0100.JPG;8688;5792;400;7612239;99.27;187.1425
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0101.JPG;8688;5792;402;8605244;103.70398009950249;199.60696517412936
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0102.JPG;8688;5792;143;2875002;99.66433566433567;195.4055944055944
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0103.JPG;8688;5792;361;8901930;107.94459833795014;220.08864265927977
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0103A.JPG;8688;5792;11;444604;134.36363636363637;263.27272727272725
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0104.JPG;8688;5792;132;2900739;103.90151515151516;203.46969696969697
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0105.JPG;8688;5792;88;3602115;152.20454545454547;262.3863636363636
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0106.JPG;8688;5792;211;7021648;135.4739336492891;244.2654028436019
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0107.JPG;8688;5792;392;14308153;144.0127551020408;252.33163265306123
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0108.JPG;8688;5792;289;10373772;141.82006920415225;252.1107266435986
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0109.JPG;8688;5792;175;6411198;139.6742857142857;261.3485714285714
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0110.JPG;8688;5792;51;2044888;148.6078431372549;266.7450980392157
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0111.JPG;8688;5792;100;2973457;131.09;218.5
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0112.JPG;8688;5792;391;11819485;127.1304347826087;228.79795396419436
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0113.JPG;8688;5792;80;2813438;134.1875;254.2625
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0114.JPG;8688;5792;145;4566967;130.08275862068965;233.9655172413793
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0115.JPG;8688;5792;78;2759555;138.47435897435898;253.44871794871796
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0115A.JPG;8688;5792;187;5361186;122.49732620320856;228.41176470588235
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0116.JPG;8688;5792;134;4016850;125.03731343283582;233.66417910447763
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0117.JPG;8688;5792;64;2426903;141.25;264.703125
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0118.JPG;8688;5792;319;8727913;117.23824451410658;228.56739811912226
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0119.JPG;8688;5792;33;1245545;140.78787878787878;254.6060606060606
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0120.JPG;8688;5792;5;214810;155.2;278.6
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0121.JPG;8688;5792;28;1169177;147.75;273.4642857142857
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0122.JPG;8688;5792;391;11106346;120.63682864450128;228.7007672634271
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0123.JPG;8688;5792;49;1673983;133.6530612244898;241.6326530612245
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0124.JPG;8688;5792;101;3244284;132.13861386138615;236.75247524752476
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0125.JPG;8688;5792;82;3057024;141.609756097561;256.1951219512195
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0126.JPG;8688;5792;111;5105934;154.0;291.7567567567568
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0127.JPG;8688;5792;277;7369522;121.08303249097473;212.92057761732852
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0128.JPG;8688;5792;204;5762080;124.75490196078431;219.9264705882353
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0129.JPG;8688;5792;147;3912188;120.421768707483;212.47619047619048
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0129A.JPG;8688;5792;191;5654385;125.20418848167539;226.84816753926702
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0130.JPG;8688;5792;94;3125403;139.25531914893617;226.17021276595744
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0131.JPG;8688;5792;240;7252689;125.225;233.225
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0131A.JPG;8688;5792;400;10447465;118.6575;212.645
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0132.JPG;8688;5792;119;3002105;109.15126050420169;218.2268907563025
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0133.JPG;8688;5792;64;2355780;129.0625;282.484375
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0134.JPG;8688;5792;369;8230230;106.5609756097561;203.1869918699187
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0135.JPG;8688;5792;395;9098062;105.87594936708861;208.17215189873417
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0136.JPG;8688;5792;7;306628;156.85714285714286;255.14285714285714
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0137.JPG;8688;5792;375;10341097;117.58133333333333;230.568
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0138.JPG;8688;5792;306;7243522;108.29738562091504;212.96732026143792
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0139.JPG;8688;5792;109;3485606;130.61467889908258;233.651376146789
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0140.JPG;8688;5792;319;8325755;114.20062695924764;219.73040752351096
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0141.JPG;8688;5792;176;4576785;112.64204545454545;225.7443181818182
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0142.JPG;8688;5792;63;1567265;107.33333333333333;216.28571428571428
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0143.JPG;8688;5792;2;128564;208.5;284.0
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0144.JPG;8688;5792;51;1709820;139.62745098039215;232.3921568627451
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0145.JPG;8688;5792;252;7488733;124.78571428571429;229.77777777777777
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0146.JPG;8688;5792;48;1705913;136.85416666666666;249.66666666666666
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0147.JPG;8688;5792;145;4795116;133.06206896551726;241.86206896551724
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0148.JPG;8688;5792;65;2243147;142.92307692307693;233.43076923076924
YOLO;coleo.pt;Col_Box_Coleo/;0.5;0;2000;1000;Aphodiidae_drawer_0148A.JPG;8688;5792;163;5410935;132.85276073619633;243.75460122699386
